8,13,20,1087171,1.723,0.44
90,120,142,732600,3.875,0.226
117,156,181,1029795,4.227,0.33
163,216,249,1029950,4.714,0.123
11,16,23,1029991,1.921,0.555
7,11,17,413726,1.678,0.451
29,40,51,1029955,2.652,0.292
4,7,13,1030299,1.37,0.428
11,17,24,1030301,1.952,0.476
37,51,62,1030300,2.936,0.58
88,117,137,1030968,3.887,0.481
143,190,221,1033166,4.516,0.303
12,19,29,1033164,1.948,0.376
42,58,73,1033165,2.985,0.318
4,8,15,1035935,1.232,0.364
94,125,148,1040757,3.921,0.342
6,10,18,1036179,1.46,0.338
34,47,61,1036180,2.783,0.276
15,22,32,1036181,2.089,0.279
71,95,115,1035769,3.57,0.246
24,33,42,413725,2.557,0.449
126,167,195,1041619,4.329,0.294
99,131,153,1044456,4.01,0.385
50,67,82,1058771,3.203,0.281
14,21,29,1055380,2.106,0.393
3,5,10,1055379,1.04,0.487
65,87,104,1046833,3.499,0.432
38,52,64,1044813,2.928,0.403
13,18,26,1044812,2.023,0.472
132,175,203,1044811,4.419,0.389
5,8,13,1044810,1.446,0.474
58,78,96,1045200,3.329,0.291
24,35,46,1045199,2.496,0.313
3,6,13,1054554,1.165,0.399
7,12,20,1045198,1.622,0.405
66,88,104,1063556,3.528,0.441
5,9,14,342370,1.454,0.412
32,44,55,1063555,2.802,0.361
88,117,138,562784,3.859,0.321
124,165,192,342369,4.312,0.228
16,22,30,567996,2.178,0.381
64,85,102,1045743,3.474,0.343
5,9,15,1047505,1.465,0.49
55,75,89,1047504,3.328,0.377
90,120,141,1048201,3.901,0.485
172,227,261,1047286,4.805,0.334
16,22,30,1047506,2.192,0.512
14,20,28,1048153,2.117,0.425
240,316,360,1052579,5.364,0.274
5,8,13,1048297,1.427,0.397
47,63,77,1050044,3.16,0.405
112,148,172,1063557,4.2,0.273
114,152,176,1048296,4.215,0.301
14,21,29,367724,2.121,0.514
5,8,14,1057575,1.427,0.449
3,6,11,1063554,1.207,0.415
16,23,31,1054883,2.199,0.49
12,18,24,1063558,2.004,0.384
125,166,192,1056228,4.321,0.332
213,281,322,1054884,5.159,0.361
56,76,91,1067752,3.327,0.458
15,21,29,1055811,2.137,0.522
212,279,319,1055022,5.149,0.331
55,75,90,1055808,3.308,0.371
115,153,177,1055810,4.203,0.424
5,8,14,1055809,1.383,0.483
5,8,14,1062757,1.435,0.423
100,133,155,1065233,4.026,0.3
52,70,84,1056849,3.249,0.409
16,23,31,1058281,2.208,0.387
199,263,300,1055358,5.045,0.194
44,59,71,1059791,3.107,0.548
88,117,136,1059473,3.894,0.395
10,14,21,1060684,1.85,0.48
36,49,61,1066930,2.903,0.358
10,15,21,1066929,1.863,0.383
16,24,34,426447,2.152,0.345
102,136,159,1076622,4.06,0.365
50,68,82,1076623,3.223,0.344
9,13,20,1076621,1.756,0.508
156,207,239,1076624,4.655,0.359
5,9,16,426445,1.361,0.352
50,67,82,1103075,3.169,0.165
7,11,18,1111966,1.597,0.288
14,20,29,1110504,2.057,0.219
115,153,179,1081560,4.208,0.136
22,31,42,346645,2.445,0.48
53,73,89,426455,3.25,0.345
15,21,30,342382,2.124,0.482
4,7,12,342381,1.276,0.567
39,53,66,1083038,2.965,0.314
11,16,23,1083039,1.935,0.475
102,136,159,1082276,4.05,0.433
5,8,14,1082345,1.468,0.386
13,18,25,1083211,2.052,0.363
128,170,198,426446,4.351,0.244
158,210,243,1066383,4.674,0.195
3,5,10,1086313,1.107,0.482
42,57,71,1085915,3.027,0.457
158,210,243,431260,4.669,0.341
117,155,180,1085914,4.226,0.268
12,18,26,1085916,2.002,0.427
15,22,30,1089442,2.134,0.482
87,116,137,1087188,3.831,0.244
5,9,15,1087187,1.469,0.503
48,65,80,1087189,3.156,0.361
4,7,12,1088156,1.313,0.453
36,49,60,1095001,2.902,0.408
13,18,26,1088157,2.035,0.381
148,196,227,698185,4.569,0.284
114,151,175,1090281,4.227,0.336
48,65,80,457431,3.178,0.381
38,51,63,1090423,2.933,0.365
11,17,24,1090265,1.951,0.478
28,38,49,1093423,2.642,0.359
10,15,22,1093424,1.853,0.305
5,9,14,1101553,1.489,0.373
99,131,153,1114066,4.043,0.433
37,50,61,1097940,2.917,0.419
13,19,26,1097942,2.058,0.51
9,14,20,1101652,1.806,0.371
32,43,54,1100480,2.78,0.392
176,232,266,1101191,4.841,0.24
16,23,31,1102107,2.199,0.504
4,7,12,476029,1.296,0.478
20,28,37,1215232,2.391,0.378
5,8,14,1102208,1.461,0.473
69,93,110,1101192,3.578,0.384
38,52,64,389986,2.969,0.351
6,10,16,389984,1.574,0.528
3,5,10,380239,1.09,0.509
14,20,28,389985,2.103,0.439
11,17,24,420634,1.938,0.398
4,7,12,1103165,1.374,0.393
10,14,21,1073634,1.842,0.438
2,4,8,1103146,1.042,0.445
1,2,5,1103144,0.678,0.526
1,2,5,1103145,0.741,0.513
21,30,38,266663,2.442,0.503
59,79,94,266662,3.425,0.438
6,9,14,266940,1.565,0.526
9,14,20,1139999,1.824,0.435
4,7,11,1139997,1.331,0.513
33,46,57,1139998,2.819,0.316
38,52,66,1265675,2.885,0.326
227,300,344,1263478,5.27,0.136
8,12,19,293911,1.655,0.441
87,117,138,1145213,3.828,0.224
230,304,348,1217803,5.29,0.211
4,7,12,487850,1.403,0.615
12,18,25,487851,2.003,0.52
29,40,51,487849,2.683,0.557
6,10,18,1241954,1.484,0.332
72,97,115,487578,3.629,0.482
5,8,14,1180131,1.463,0.499
9,13,20,445814,1.806,0.459
53,72,86,445813,3.303,0.407
14,21,28,1152538,2.124,0.463
5,7,12,529882,1.401,0.539
28,39,49,444827,2.667,0.464
98,130,152,1152537,4.016,0.453
47,63,77,1153388,3.155,0.376
31,43,53,1156349,2.752,0.394
117,156,181,1264210,4.225,0.329
62,83,99,1156350,3.457,0.442
9,14,21,1156351,1.818,0.331
15,22,31,1271991,2.1,0.326
80,107,128,1218547,3.72,0.272
142,188,218,767289,4.508,0.221
54,73,89,1271990,3.263,0.24
52,69,83,719310,3.275,0.44
74,99,118,1170849,3.651,0.261
14,20,27,460419,2.103,0.509
6,9,16,1272429,1.462,0.355
16,23,31,1170196,2.173,0.42
29,39,49,467177,2.693,0.513
137,182,210,1168656,4.461,0.235
6,9,15,1170796,1.516,0.453
5,8,13,451886,1.426,0.498
133,176,204,474088,4.449,0.367
99,132,153,446726,4.056,0.394
4,7,12,517967,1.296,0.463
62,84,100,447396,3.469,0.407
27,37,48,447395,2.625,0.41
106,141,165,477955,4.11,0.406
153,203,235,1297386,4.622,0.362
9,14,20,450086,1.824,0.505
15,21,31,1265674,2.062,0.27
4,6,11,1170102,1.266,0.428
8,12,18,1170104,1.706,0.482
155,206,238,1263100,4.641,0.278
20,28,36,1170103,2.385,0.474
9,14,20,451984,1.801,0.597
172,228,263,1190555,4.804,0.118
90,120,141,451812,3.882,0.408
37,50,62,451820,2.907,0.524
75,101,118,453642,3.689,0.355
151,200,232,1294968,4.602,0.355
89,119,140,1219748,3.885,0.219
32,44,56,1172723,2.756,0.289
30,41,54,480626,2.656,0.436
15,22,29,372193,2.179,0.474
53,72,89,480148,3.244,0.274
6,10,17,1172719,1.578,0.446
6,9,17,458240,1.454,0.463
82,110,130,1172718,3.766,0.285
12,18,26,452411,1.946,0.367
34,46,56,1172738,2.866,0.457
7,11,17,273797,1.679,0.48
4,7,11,1172737,1.366,0.442
29,40,51,385624,2.718,0.446
78,104,121,1236035,3.771,0.316
11,17,25,1294970,1.884,0.364
12,17,22,1172739,1.996,0.493
34,47,58,272898,2.833,0.44
19,27,35,272961,2.333,0.534
7,10,15,293927,1.631,0.633
141,187,217,1175036,4.497,0.245
49,67,83,1175035,3.164,0.278
25,34,43,297645,2.559,0.493
72,96,112,294718,3.649,0.588
70,94,111,293926,3.607,0.355
12,18,26,1174926,1.932,0.345
56,76,93,1294969,3.306,0.29
240,316,361,1174927,5.365,0.213
11,16,23,1185757,1.949,0.516
82,110,129,1185756,3.802,0.425
4,7,13,1186585,1.343,0.375
100,134,158,515574,4.01,0.309
43,59,71,1185755,3.085,0.376
27,38,49,1219747,2.632,0.297
68,91,107,455479,3.586,0.383
2,4,7,1187623,1.013,0.564
8,12,17,1205447,1.722,0.593
35,48,58,454630,2.885,0.396
10,15,21,456184,1.905,0.584
28,38,49,456816,2.649,0.535
7,11,18,456817,1.677,0.562
69,92,109,470059,3.59,0.406
108,144,170,1192531,4.114,0.213
3,5,9,458063,1.145,0.552
280,368,418,1294900,5.645,0.272
46,63,76,577389,3.155,0.357
6,9,15,372391,1.527,0.491
26,36,45,577387,2.596,0.442
6,10,16,457905,1.6,0.497
11,17,24,1219749,1.953,0.322
27,37,46,460746,2.62,0.557
5,9,14,460745,1.477,0.539
16,23,31,461348,2.195,0.466
185,245,283,464291,4.923,0.228
54,73,88,513323,3.311,0.579
20,27,36,463599,2.361,0.575
115,153,177,464275,4.22,0.357
8,13,19,464215,1.753,0.58
61,82,99,528184,3.394,0.316
14,20,27,1239945,2.078,0.421
96,128,151,551163,3.955,0.164
147,194,225,520330,4.555,0,313
5,8,15,1223989,1.436,0.429
4,7,13,523290,1.236,0.484
12,17,25,522521,1.946,0.456
41,55,69,532038,2.97,0.333
47,64,77,270939,3.176,0.39
5,8,13,378109,1.392,0.509
8,12,19,465221,1.713,0.529
30,42,53,465219,2.726,0.37
76,102,121,465220,3.689,0.312
192,254,291,1242032,4.984,0.35
55,74,88,1239944,3.316,0.469
142,187,216,1225425,4.507,0.277
79,105,125,378111,3.708,0.353
11,16,22,467378,1.922,0.48
54,73,87,472953,3.326,0.427
31,43,54,378110,2.728,0.458
22,31,40,467377,2.473,0.459
7,10,16,474123,1.614,0.351
36,49,60,471970,2.908,0.395
38,51,63,481964,2.928,0.487
14,21,28,475385,2.121,0.543
55,74,89,476823,3.317,0.525
122,162,187,475287,4.292,0.407
6,9,15,484223,1.528,0.516
174,229,263,484669,4.821,0.375
35,47,59,476042,2.845,0.384
8,12,19,476044,1.727,0.575
69,93,110,476043,3.557,0.353
70,95,115,476759,3.556,0.343
34,47,60,476760,2.774,0.41
5,9,16,487344,1.429,0.424
15,22,31,476761,2.12,0.392
22,31,41,492050,2.451,0.423
8,13,20,477469,1.731,0.47
4,7,12,492059,1.355,0.511
12,18,26,500282,1.978,0.417
58,78,95,509055,3.337,0.302
32,44,56,479220,2.739,0.385
4,7,12,479481,1.304,0.529
72,96,113,479482,3.603,0.37
28,38,49,479484,2.622,0.43
111,147,172,479483,4.152,0.317
11,17,24,479485,1.922,0.527
111,148,175,480594,4.154,0.416
8,12,19,484142,1.681,0.454
4,6,12,484691,1.219,0.528
21,29,39,484219,2.408,0.372
69,92,108,494094,3.598,0.249
28,39,49,501511,2.677,0.276
10,15,21,501512,1.903,0.441
16,22,30,488036,2.203,0.479
2,4,8,488034,0.922,0.562
8,12,18,489084,1.687,0.571
101,135,158,489080,4.045,0.305
40,55,68,489083,2.989,0.37
42,57,70,321187,3.036,0.376
10,15,21,326027,1.887,0.421
26,36,46,517131,2.609,0.53
9,14,20,512628,1.798,0.466
6,10,17,643897,1.478,0.295
83,111,130,517193,3.807,0.385
127,169,198,490119,4.336,0.237
58,79,95,495898,3.35,0.391
166,219,253,1245569,4.746,0.149
104,138,161,492841,4.076,0.352
38,52,66,515573,2.891,0.349
6,9,15,496243,1.504,0.475
37,51,63,492852,2.906,0.436
15,21,29,492866,2.13,0.518
14,21,30,491536,2.036,0.299
4,7,12,494109,1.379,0.57
8,12,18,493509,1.705,0.558
40,54,67,493506,2.973,0.442
31,42,54,493507,2.73,0.336
66,89,107,493508,3.516,0.447
9,14,24,496136,1.734,0.349
89,119,141,494045,3.858,0.233
40,55,68,504821,2.952,0.336
11,16,23,495181,1.913,0.523
71,94,111,494082,3.625,0.358
15,22,30,373650,2.132,0.471
26,36,47,496139,2.608,0.43
6,9,15,373651,1.543,0.558
51,68,82,679265,3.237,0.429
3,6,11,495601,1.182,0.507
15,22,30,495602,2.166,0.478
173,229,262,494822,4.816,0.316
152,202,232,530544,4.622,0.318
5,9,14,530547,1.462,0.449
48,65,79,530543,3.177,0.415
10,15,22,530557,1.887,0.483
59,79,95,1244809,3.407,0.315
26,36,46,501302,2.588,0.436
10,15,21,501304,1.885,0.538
84,112,132,501303,3.829,0.333
5,8,13,1266535,1.416,0.444
23,32,41,502960,2.488,0.409
8,12,18,502962,1.71,0.502
34,46,57,1250662,2.825,0.301
57,76,90,298851,3.373,0.32
6,10,16,299090,1.571,0.467
52,70,84,377916,3.261,0.416
6,10,16,506022,1.553,0.365
13,19,26,1250663,2.057,0.391
23,32,42,505576,2.469,0.452
19,27,36,780068,2.324,0.382
68,91,109,505719,3.526,0.419
41,56,70,525200,3.004,0.387
12,17,25,523071,1.952,0.404
48,64,78,507625,3.171,0.458
126,167,193,507626,4.357,0.329
10,15,22,507627,1.864,0.578
131,174,200,1245089,4.392,0.213
26,36,46,510618,2.578,0.472
7,11,18,510619,1.654,0.579
5,7,12,527853,1.396,0.439
56,75,91,374464,3.31,0.375
184,242,278,517247,4.91,0.276
57,77,92,1245090,3.341,0.285
38,51,63,512242,2.93,0.467
125,166,191,511075,4.345,0.427
15,22,29,514601,2.174,0.459
63,85,101,737739,3.482,0.481
21,29,39,378374,2.397,0.342
125,166,193,511089,4.322,0.306
44,60,75,511088,3.046,0.376
11,16,24,511087,1.919,0.528
8,12,18,379187,1.697,0.429
28,39,49,580465,2.669,0.413
58,78,94,712347,3.374,0.449
3,5,10,512133,1.11,0.5
12,17,25,1245091,1.966,0.364
8,12,19,579655,1.732,0.422
8,12,19,513343,1.727,0.408
23,32,41,513342,2.489,0.501
18,26,35,516563,2.287,0.42
10,15,22,521203,1.87,0.442
45,61,75,516564,3.097,0.439
238,313,357,1254093,5.348,0.243
101,135,158,1295745,4.03,0.353
56,75,91,1251761,3.296,0.187
11,15,22,524946,1.903,0.482
78,104,122,570760,3.739,0.408
14,20,29,1249737,2.062,0.386
34,46,57,570759,2.845,0.385
16,24,32,523601,2.211,0.403
74,99,117,540749,3.652,0.335
3,6,11,545793,1.145,0.522
172,227,261,1249423,4.801,0.353
8,12,19,523603,1.701,0.348
49,67,81,523602,3.209,0.297
5,8,14,1255678,1.356,0.438
33,45,56,536166,2.801,0.51
9,14,20,524404,1.801,0.489
12,18,26,531475,1.981,0.358
5,9,16,556661,1.409,0.339
40,55,70,531442,2.956,0.257
302,398,451,532796,5.793,0.347
5,8,14,532795,1.375,0.306
12,18,26,532799,2.001,0.371
138,183,211,532798,4.467,0.398
45,61,75,532797,3.086,0.415
9,14,20,536901,1.841,0.436
39,52,64,536900,2.985,0.361
42,57,70,540059,3.03,0.537
11,17,24,540061,1.945,0.551
133,177,205,540060,4.428,0.469
33,46,56,1258774,2.829,0.406
93,124,144,1258115,3.965,0.322
32,44,56,543937,2.784,0.433
7,11,17,543938,1.604,0.563
7,11,18,545012,1.618,0.533
58,78,93,545015,3.383,0.415
3,5,10,545014,1.083,0.577
11,16,24,545013,1.899,0.457
91,121,143,545057,3.887,0.256
5,8,14,546468,1.433,0.419
16,23,32,545058,2.199,0.414
34,47,59,545056,2.833,0.346
11,16,23,1258805,1.923,0.324
1,3,7,303258,0.783,0.494
11,16,24,537916,1.937,0.472
87,116,136,549849,3.845,0.442
105,139,162,554742,4.087,0.475
8,12,18,545804,1.747,0.573
5,8,13,1265134,1.386,0.459
78,104,123,545063,3.703,0.372
41,56,69,547326,3.024,0.429
8,11,18,545395,1.687,0.532
83,111,131,545317,3.78,0.287
31,42,53,545318,2.74,0.511
88,118,138,547808,3.88,0.281
6,10,16,547809,1.573,0.487
40,54,66,545952,2.987,0.327
148,196,225,552906,4.582,0.452
114,151,175,556755,4.209,0.401
44,60,72,552142,3.09,0.455
76,102,120,550732,3.697,0.509
10,15,22,550438,1.883,0.473
3,6,11,270953,1.232,0.479
97,129,151,1260095,3.995,0.298
28,39,51,537915,2.65,0.399
7,11,18,551981,1.589,0.4
20,28,38,547883,2.348,0.386
15,21,29,1265136,2.134,0.381
82,110,130,552157,3.77,0.426
48,65,79,1265135,3.171,0.29
11,16,23,551775,1.912,0.572
31,43,54,553344,2.74,0.518
15,22,32,552747,2.11,0.395
52,71,87,552745,3.221,0.329
5,8,15,589659,1.393,0.428
145,192,223,552746,4.537,0.32
25,35,45,587017,2.571,0.496
11,16,23,587019,1.946,0.434
82,110,130,376721,3.762,0.272
8,12,19,303310,1.726,0.522
46,62,76,319283,3.123,0.329
72,97,114,317614,3.64,0.516
16,23,30,564737,2.225,0.511
126,167,192,557406,4.37,0.443
5,8,13,559863,1.49,0.553
63,85,101,560602,3.493,0.276
6,10,15,387459,1.563,0.569
10,14,20,558383,1.843,0.413
24,33,43,558382,2.537,0.435
5,9,14,558381,1.487,0.433
15,21,29,1284175,2.139,0.392
51,69,82,376806,3.261,0.491
45,61,74,559712,3.105,0.428
147,194,224,568156,4.559,0.414
10,15,22,559714,1.887,0.508
113,150,174,559713,4.186,0.391
34,47,58,1282467,2.85,0.379
4,7,12,561045,1.294,0.45
5,8,13,1284174,1.417,0.404
16,24,32,561043,2.219,0.442
47,64,78,561044,3.159,0.383
30,42,53,561405,2.737,0.44
27,37,47,709437,2.615,0.352
59,79,94,1283481,3.404,0.438
8,12,18,709436,1.716,0.401
94,125,146,561923,3.966,0.513
8,12,19,730960,1.731,0.498
42,57,69,724201,3.033,0.491
41,55,68,563731,3.025,0.528
4,6,10,1353987,1.292,0.631
4,7,12,563729,1.28,0.49
14,20,27,563730,2.1,0.522
37,51,63,564184,2.922,0.271
90,120,141,565639,3.906,0.22
7,10,16,564182,1.606,0.436
87,116,136,564610,3.863,0.408
87,116,138,811969,3.823,0.314
12,17,24,564611,1.98,0.5
31,42,53,564609,2.738,0.499
86,115,136,569795,3.811,0.24
43,59,73,565453,3.03,0.363
12,18,26,565454,1.981,0.317
37,51,64,566931,2.914,0.468
31,43,55,811967,2.693,0.279
7,10,16,566929,1.6,0.567
16,23,31,796256,2.197,0.341
9,13,21,811968,1.719,0.34
142,188,218,577429,4.505,0.289
11,16,23,578789,1.919,0.418
79,105,124,594075,3.74,0.462
25,35,45,677545,2.58,0.429
29,41,51,578591,2.707,0.439
6,10,16,677546,1.589,0.383
125,166,193,579709,4.326,0.284
107,142,165,579715,4.121,0.144
6,10,15,579711,1.55,0.482
13,18,26,579719,2.022,0.441
45,60,74,579713,3.093,0.343
28,39,50,579717,2.663,0.38
3,5,10,613083,1.178,0.431
4,7,12,581455,1.312,0.513
32,44,56,581457,2.765,0.481
11,17,24,581459,1.945,0.572
62,83,100,584589,3.45,0.444
31,43,54,585251,2.764,0.341
5,8,12,585053,1.433,0.475
12,17,24,584137,1.967,0.404
41,56,69,585313,3.007,0.453
139,184,212,583855,4.491,0.309
227,299,341,584403,5.268,0.283
53,72,86,610341,3.276,0.399
23,32,41,610383,2.477,0.491
85,113,133,685688,3.828,0.425
73,98,116,693142,3.649,0.527
9,13,20,610387,1.796,0.495
8,12,19,587403,1.753,0.569
28,39,49,587401,2.678,0.398
154,204,236,963330,4.629,0.224
49,66,80,603533,3.203,0.496
3,6,11,587399,1.237,0.471
11,17,23,587949,1.955,0.49
24,33,42,588677,2.519,0.518
4,7,12,591049,1.314,0.485
65,88,104,588679,3.535,0.337
7,10,16,379246,1.602,0.552
10,15,21,589117,1.887,0.515
44,61,77,378316,3.083,0.561
4,7,12,589115,1.333,0.538
25,35,47,378616,2.56,0.523
32,44,54,589113,2.804,0.438
8,13,19,589157,1.755,0.551
21,29,37,1353986,2.459,0.542
24,34,44,601923,2.523,0.451
17,24,32,592403,2.245,0.346
5,9,15,595387,1.474,0.436
67,90,107,590615,3.538,0.417
149,197,227,590515,4.579,0.329
118,157,181,590575,4.259,0.532
43,58,70,590573,3.055,0.447
10,15,22,590577,1.858,0.531
6,9,13,1353988,1.564,0.711
73,98,116,378746,3.647,0.587
103,137,160,667736,4.064,0.372
36,49,61,671362,2.897,0.429
10,15,23,664870,1.885,0.451
17,24,33,601871,2.239,0.512
10,15,22,601873,1.902,0.52
4,6,11,601869,1.246,0.562
55,74,89,613533,3.319,0.395
11,17,24,630749,1.95,0.459
112,149,174,602235,4.175,0.321
21,30,41,378642,2.42,0.443
12,17,24,603393,1.987,0.508
248,327,373,649616,5.429,0.296
55,73,88,603389,3.308,0.409
142,188,217,603737,4.513,0.398
6,9,14,282317,1.538,0.414
10,14,20,606501,1.865,0.508
76,102,120,638907,3.708,0.302
3,5,10,606497,1.113,0.525
32,43,54,606499,2.786,0.514
35,48,60,641173,2.846,0.387
84,112,133,669836,3.786,0.379
11,17,25,619143,1.915,0.475
5,8,14,641171,1.365,0.474
96,128,150,972610,3.953,0.348
134,178,207,619693,4.417,0.171
63,85,102,892786,3.427,0.319
44,60,74,957868,3.038,0.264
15,22,32,944741,2.114,0.356
101,134,158,1074591,4.021,0.159
34,46,56,282336,2.844,0.376
7,10,16,640821,1.596,0.412
26,37,47,706257,2.603,0.358
9,14,21,956248,1.726,0.317
10,15,21,622187,1.89,0.389
3,6,10,620931,1.256,0.598
32,44,54,625399,2.785,0.503
57,76,90,631305,3.368,0.416
15,21,28,727203,2.184,0.595
8,12,17,727202,1.778,0.548
9,14,20,282316,1.836,0.478
8,12,18,745263,1.729,0.36
33,45,56,745264,2.811,0.39
57,76,91,745024,3.371,0.357
6,9,15,748746,1.523,0.262
12,18,26,748745,1.993,0.293
27,37,47,748755,2.623,0.175
51,68,82,637747,3.245,0.445
5,8,13,637749,1.415,0.499
18,25,33,637751,2.283,0.414
14,20,28,671990,2.054,0.301
53,71,87,671989,3.236,0.155
92,123,144,381061,3.923,0.467
4,6,10,283763,1.327,0.559
24,33,43,721245,2.498,0.328
4,7,12,383040,1.252,0.627
71,95,113,632043,3.584,0.299
6,10,17,721246,1.571,0.488
11,17,25,636841,1.894,0.429
5,9,15,639249,1.449,0.369
6,10,16,796259,1.581,0.344
39,54,67,632755,2.955,0.481
8,12,18,650643,1.731,0.577
26,35,45,641425,2.584,0.464
53,71,85,381060,3.27,0.424
3,6,11,641423,1.232,0.517
55,74,88,641427,3.333,0.512
27,37,47,644701,2.63,0.434
81,108,128,641637,3.788,0.384
2,3,7,645315,0.834,0.424
6,10,16,674492,1.54,0.459
13,19,28,662676,1.979,0.282
27,38,50,669652,2.586,0.343
188,249,287,884790,4.948,0.141
18,25,36,669651,2.212,0.3
55,74,91,661929,3.27,0.22
4,7,14,661898,1.284,0.379
87,117,137,643797,3.848,0.273
101,135,159,984693,4.019,0.235
3,6,10,643793,1.212,0.498
10,15,22,643799,1.881,0.521
35,48,59,643795,2.858,0.348
39,53,65,645431,2.963,0.479
112,149,173,651992,4.195,0.484
9,14,22,645284,1.802,0.475
46,62,76,646828,3.125,0.432
14,21,29,646644,2.113,0,484
108,144,168,646643,4.13,0.325
5,8,14,645430,1.388,0.48
177,234,269,646319,4.85,0.136
17,24,34,647322,2.176,0.34
57,77,94,677982,3.318,0.283
6,10,18,653106,1.516,0.302
11,16,24,657251,1.919,0.357
9,14,22,965435,1.77,0.297
3,6,11,656194,1.179,0.483
88,118,138,646398,3.857,0.289
33,46,57,706788,2.818,0.409
49,66,80,647141,3.174,0.288
10,15,22,646606,1.828,0.424
70,94,112,646605,3.571,0.488
45,61,76,962337,3.061,0.348
32,45,57,646604,2.764,0.405
8,12,17,654374,1.729,0.521
20,28,35,649842,2.392,0.463
48,65,77,654373,3.196,0.444
82,110,131,649841,3.792,0.405
76,102,123,652299,3.657,0.294
13,19,29,651221,1.979,0.322
29,41,54,651705,2.626,0.417
175,232,268,885133,4.831,0.075
4,6,11,796253,1.247,0.325
11,16,22,654325,1.937,0.423
31,43,53,654324,2.784,0.383
8,12,18,381701,1.706,0.435
84,111,130,857305,3.841,0.438
3,6,11,654326,1.205,0.392
44,60,72,864984,3.124,0.453
54,73,87,394372,3.317,0.474
70,94,112,723135,3.585,0.316
24,34,45,692006,2.519,0.426
14,21,29,692009,2.109,0.377
3,6,11,723137,1.126,0.465
27,37,48,656891,2.625,0.407
10,14,21,656890,1.859,0.445
21,30,40,382079,2.425,0.48
97,129,151,677505,3.989,0.359
9,13,20,658402,1.769,0.47
68,92,109,658401,3.559,0.329
29,40,52,658400,2.69,0.442
10,15,22,659210,1.887,0.538
3,5,9,381700,1.114,0.456
50,68,82,659148,3.223,0.43
142,188,217,659110,4.513,0.368
88,117,136,308417,3.887,0.4
9,13,20,360303,1.804,0.57
33,45,55,308416,2.821,0.537
88,117,137,659495,3.849,0.432
9,13,20,659612,1.783,0.551
32,44,56,659652,2.755,0.488
94,126,147,913135,3.953,0.333
15,22,31,659684,2.16,0.361
129,170,198,659683,4.375,0.302
53,72,87,659681,3.285,0.327
4,7,13,671311,1.3,0.446
36,49,61,914257,2.883,0.298
23,31,41,661219,2.475,0.365
3,5,10,743540,1.127,0.434
7,12,18,661019,1.677,0.486
56,76,91,662080,3.353,0.391
99,132,153,662524,4.073,0.427
156,206,237,1128957,4.657,0.425
11,16,23,662526,1.961,0.468
42,57,69,662525,3.067,0.419
78,105,125,663565,3.694,0.342
34,47,60,664215,2.794,0.37
12,17,26,663564,1.95,0.45
10,15,22,924333,1.873,0.49
33,45,57,719514,2.782,0.411
162,214,248,665659,4.706,0.36
11,16,24,667786,1.916,0.461
144,191,220,672779,4.529,0.26
62,84,101,667785,3.441,0.404
150,199,230,725224,4.591,0.486
8,13,20,666200,1.725,0.411
3,6,12,870354,1.132,0.458
60,81,98,847322,3.405,0.441
30,42,53,666600,2.711,0.416
7,11,18,667140,1.649,0.434
82,109,128,667141,3.788,0.439
5,9,15,381597,1.428,0.487
22,31,42,667142,2.448,0.32
11,16,24,670488,1.917,0.557
40,55,68,668729,2.98,0.391
109,146,171,669557,4.133,0.322
19,28,37,395124,2.341,0.513
72,97,115,668727,3.599,0.334
55,74,90,668854,3.318,0.418
7,11,17,668855,1.628,0.501
16,24,32,668857,2.212,0.474
182,240,276,711786,4.893,0.342
40,55,68,395125,2.988,0.516
145,192,221,668856,4.542,0.359
80,108,129,669920,3.728,0.163
141,187,215,674176,4.519,0.377
48,64,78,674175,3.168,0.518
9,13,19,674177,1.771,0.548
135,179,208,674460,4.431,0.248
20,28,37,683687,2.354,0.441
7,11,16,675447,1.636,0.471
7,11,17,408475,1.611,0.559
93,124,147,678396,3.905,0.274
43,58,71,680719,3.046,0.496
103,137,160,678460,4.056,0.394
12,18,25,685904,1.988,0.441
81,108,127,683222,3.778,0.358
8,13,20,680390,1.751,0.487
34,46,58,680389,2.84,0.565
3,6,11,682115,1.192,0.459
21,30,40,572835,2.416,0.405
38,51,63,309582,2.933,0.492
103,138,162,309584,4.071,0.429
59,79,94,314892,3.395,0.537
7,10,16,309583,1.615,0.624
12,17,25,927964,1.979,0.51
212,280,320,689769,5.15,0.219
49,66,81,927962,3.201,0.327
208,274,313,688307,5.114,0.26
36,49,61,714182,2.888,0.424
94,125,147,702990,3.946,0.29
11,16,23,691738,1.896,0.411
236,311,356,763657,5.336,0.174
9,14,22,573749,1.817,0.37
26,36,46,683857,2.58,0.475
6,9,15,683856,1.507,0.446
175,230,263,798208,4.843,0.436
72,97,115,684452,3.626,0.384
15,22,30,737601,2.162,0.457
86,114,134,683397,3.832,0.323
4,7,12,894354,1.352,0.412
35,48,60,892179,2.859,0.427
4,7,12,927961,1.316,0.46
31,42,53,683578,2.754,0.407
49,65,79,804130,3.201,0.524
8,12,18,683576,1.711,0.512
99,132,155,927963,4.027,0.34
8,13,19,686216,1.756,0.453
31,43,53,686215,2.756,0.332
65,88,104,686708,3.527,0.316
53,72,88,564542,3.261,0.305
114,152,179,433150,4.193,0.27
16,22,31,999716,2.183,0.409
152,200,231,999714,4.62,0.303
84,111,131,690293,3.813,0.398
